orderItemId,orderId,variantId,quantity,price
12059,4805,150880,2,49000
12060,4805,40173,3,59000
12061,4806,89817,2,83000
12062,4806,167079,3,33000
12063,4807,180714,1,98000
12064,4807,55080,2,83000
12065,4807,69478,1,74000
12066,4808,9089,1,94000
12067,4808,32364,1,85000
12068,4809,229249,1,62000
12069,4809,166662,2,57000
12070,4809,74713,2,59000
12071,4810,185557,3,48000
12072,4811,57806,3,85000
12073,4811,120432,1,37000
12074,4811,62498,1,72000
12075,4812,34896,2,88000
12076,4812,119534,2,76000
12077,4812,101972,3,88000
12078,4813,85604,1,28000
12079,4813,228315,2,99000
12080,4814,21464,3,45000
12081,4814,235111,2,24000
12082,4814,170257,2,42000
12083,4815,52258,2,73000
12084,4815,103803,1,41000
12085,4815,144121,1,25000
12086,4815,72153,2,67000
12087,4816,118374,1,78000
12088,4817,70900,1,55000
12089,4817,58558,3,81000
12090,4817,125993,3,50000
12091,4818,77704,1,95000
12092,4818,73191,1,32000
12093,4818,212401,1,49000
12094,4819,59875,3,61000
12095,4819,53398,3,28000
12096,4819,159644,3,89000
12097,4819,36621,1,99000
12098,4820,81155,2,88000
12099,4820,40395,2,83000
12100,4821,135704,1,31000
12101,4821,9789,3,40000
12102,4821,121456,2,41000
12103,4822,103843,3,94000
12104,4822,164010,2,55000
12105,4822,61316,1,77000
12106,4822,150497,3,92000
12107,4823,9622,2,49000
12108,4824,36343,3,42000
12109,4825,167495,3,43000
12110,4825,214917,1,81000
12111,4826,140599,3,29000
12112,4826,18210,3,80000
12113,4827,140027,3,37000
12114,4828,100494,2,70000
12115,4828,207111,3,57000
12116,4828,90123,2,86000
12117,4829,147530,3,85000
12118,4830,181601,3,41000
12119,4830,54631,1,79000
12120,4831,222172,3,83000
12121,4831,126644,3,86000
12122,4832,190262,3,39000
12123,4833,161539,3,31000
12124,4833,135632,1,86000
12125,4833,159904,2,89000
12126,4833,134266,1,39000
12127,4834,129124,3,56000
12128,4834,1896,1,24000
12129,4834,208376,3,53000
12130,4835,123757,3,56000
12131,4835,120807,1,82000
12132,4836,37535,2,57000
12133,4836,61357,2,75000
12134,4836,148528,2,79000
12135,4836,138699,3,87000
12136,4837,164238,3,39000
12137,4837,204693,1,99000
12138,4837,24325,1,89000
12139,4838,142285,3,71000
12140,4838,153186,1,81000
12141,4839,91578,3,26000
12142,4840,122809,3,54000
12143,4840,132245,3,29000
12144,4840,53761,1,73000
12145,4841,211082,2,80000
12146,4842,103190,2,54000
12147,4843,133272,2,33000
12148,4843,15010,2,77000
12149,4843,88487,2,30000
12150,4843,171045,2,35000
12151,4844,69683,3,41000
12152,4845,162137,3,32000
12153,4846,191855,1,28000
12154,4846,109925,3,85000
12155,4847,101411,3,41000
12156,4848,108828,1,50000
12157,4848,144611,3,85000
12158,4848,65233,3,52000
12159,4849,127193,3,32000
12160,4849,12475,1,92000
12161,4849,76790,3,94000
12162,4850,199384,3,80000
12163,4850,226411,1,45000
12164,4850,210171,3,65000
12165,4851,32379,1,99000
12166,4851,110116,1,73000
12167,4851,80974,3,84000
12168,4851,225544,1,43000
12169,4852,137098,3,38000
12170,4853,175722,1,94000
12171,4853,179658,3,38000
12172,4853,28006,3,96000
12173,4854,62113,2,80000
12174,4854,232491,3,74000
12175,4854,229658,1,21000
12176,4855,53055,2,78000
12177,4855,234398,3,32000
12178,4856,24625,1,56000
12179,4857,1663,3,26000
12180,4857,91871,1,99000
12181,4857,4422,2,46000
12182,4857,55763,1,87000
12183,4858,234510,2,39000
12184,4858,62526,1,80000
12185,4858,238294,1,67000
12186,4858,2962,3,30000
12187,4859,42219,1,40000
12188,4859,160156,2,21000
12189,4859,151747,3,21000
12190,4859,200172,2,43000
12191,4860,87503,2,51000
12192,4861,113544,2,94000
12193,4861,201039,2,86000
12194,4861,34897,2,40000
12195,4861,51997,1,41000
12196,4862,145004,3,53000
12197,4862,46874,3,68000
12198,4862,218128,3,51000
12199,4862,168928,1,56000
12200,4863,116287,2,44000
12201,4863,116018,1,31000
12202,4864,214556,3,63000
12203,4864,34298,3,57000
12204,4865,26737,3,34000
12205,4865,71541,1,39000
12206,4866,83303,2,98000
12207,4867,4113,3,29000
12208,4867,115412,2,97000
12209,4868,181433,3,93000
12210,4868,15366,1,63000
12211,4868,28932,1,29000
12212,4868,198957,3,79000
12213,4869,118180,2,32000
12214,4869,67909,2,93000
12215,4869,30681,3,98000
12216,4869,178344,3,57000
12217,4870,75425,1,79000
12218,4871,22186,3,46000
12219,4872,61721,1,66000
12220,4873,230676,2,39000
12221,4873,161716,3,89000
12222,4873,93046,1,39000
12223,4874,207476,1,87000
12224,4874,204397,1,96000
12225,4875,69635,2,47000
12226,4876,56052,3,96000
12227,4876,136383,1,75000
12228,4876,18390,3,23000
12229,4877,134373,1,26000
12230,4877,11130,2,92000
12231,4877,82384,2,35000
12232,4877,154962,2,83000
12233,4878,180817,1,87000
12234,4879,235186,2,54000
12235,4879,221006,1,95000
12236,4879,132563,3,83000
12237,4879,226935,2,43000
12238,4880,122421,3,56000
12239,4881,88771,2,72000
12240,4882,103788,1,81000
12241,4882,11486,2,48000
12242,4882,130200,1,57000
12243,4882,143012,3,35000
12244,4883,235308,3,23000
12245,4884,169067,3,20000
12246,4885,163027,3,58000
12247,4885,113305,3,81000
12248,4885,33592,2,95000
12249,4886,31675,2,44000
12250,4886,67649,1,95000
12251,4886,72159,2,20000
12252,4886,113042,1,23000
12253,4887,43986,2,84000
12254,4887,125340,2,40000
12255,4887,126102,1,71000
12256,4888,143584,1,38000
12257,4888,118760,1,39000
12258,4888,56345,3,37000
12259,4888,225315,3,34000
12260,4889,89713,3,78000
12261,4890,107806,3,32000
12262,4890,112530,1,76000
12263,4890,3683,1,62000
12264,4890,119347,2,61000
12265,4891,145473,1,98000
12266,4891,189545,3,39000
12267,4891,20296,1,46000
12268,4891,27486,3,54000
12269,4892,142701,1,35000
12270,4892,159165,2,43000
12271,4892,76460,1,65000
12272,4892,137771,3,77000
12273,4893,108311,1,74000
12274,4893,153139,3,47000
12275,4893,181342,2,82000
12276,4894,156887,3,20000
12277,4894,179010,3,97000
12278,4895,108882,2,91000
12279,4896,80108,2,66000
12280,4896,69172,1,57000
12281,4896,230557,1,95000
12282,4897,74515,2,68000
12283,4898,108462,2,40000
12284,4898,59743,1,40000
12285,4898,115692,3,21000
12286,4899,58685,3,37000
12287,4899,152943,1,52000
12288,4900,49392,3,86000
12289,4901,125729,1,28000
12290,4901,80333,2,76000
12291,4901,114428,1,98000
12292,4902,45482,1,21000
12293,4903,29463,3,72000
12294,4904,100612,3,35000
12295,4904,39236,1,49000
12296,4904,155387,3,22000
12297,4905,84121,1,25000
12298,4905,19095,3,67000
12299,4905,141741,2,93000
12300,4905,193172,1,80000
12301,4906,187461,3,67000
12302,4906,91387,2,93000
12303,4906,136837,2,37000
12304,4906,112855,2,81000
12305,4907,159445,1,69000
12306,4907,9702,2,97000
12307,4907,137102,2,81000
12308,4908,89208,1,71000
12309,4908,36948,2,38000
12310,4909,192885,2,89000
12311,4910,209791,2,91000
12312,4910,203261,2,84000
12313,4910,64298,1,66000
12314,4910,105231,1,72000
12315,4911,743,3,42000
12316,4911,199028,2,30000
12317,4911,19344,3,31000
12318,4912,94452,1,45000
12319,4912,200313,3,35000
12320,4912,107690,1,96000
12321,4913,224598,3,70000
12322,4913,19557,3,77000
12323,4913,9819,1,92000
12324,4914,17709,1,82000
12325,4914,183776,3,62000
12326,4915,175929,1,85000
12327,4915,26751,1,98000
12328,4915,111570,3,45000
12329,4916,227552,1,78000
12330,4916,79402,3,67000
12331,4916,204431,3,89000
12332,4916,197988,1,87000
12333,4917,171280,2,52000
12334,4917,193602,3,39000
12335,4918,126039,2,65000
12336,4918,123328,2,88000
12337,4918,238187,3,42000
12338,4919,163722,2,94000
12339,4920,190519,2,73000
12340,4920,183405,3,92000
12341,4921,143632,3,41000
12342,4921,239881,2,77000
12343,4922,116788,2,84000
12344,4923,163771,1,32000
12345,4924,206651,1,49000
12346,4924,78154,2,48000
12347,4925,95883,2,26000
12348,4926,211224,1,69000
12349,4926,225877,3,80000
12350,4926,197566,2,74000
12351,4927,94224,1,98000
12352,4927,82662,2,46000
12353,4928,83868,3,93000
12354,4929,79824,2,74000
12355,4929,224433,3,24000
12356,4930,93902,3,53000
12357,4930,206789,2,60000
12358,4930,225506,3,32000
12359,4931,216417,3,77000
12360,4932,157043,2,36000
12361,4932,225564,3,58000
12362,4933,217343,2,59000
12363,4933,18818,1,74000
12364,4933,177131,3,69000
12365,4933,226832,2,70000
12366,4934,55705,1,60000
12367,4934,121725,1,63000
12368,4934,137088,1,33000
12369,4934,487,3,81000
12370,4935,210487,1,46000
12371,4935,107756,3,61000
12372,4936,118600,3,36000
12373,4936,62605,1,65000
12374,4937,174039,2,34000
12375,4937,128511,2,53000
12376,4937,170977,3,59000
12377,4938,183057,1,23000
12378,4938,83289,1,87000
12379,4938,233615,3,27000
12380,4939,111269,2,39000
12381,4939,200594,1,90000
12382,4940,43220,2,60000
12383,4940,143539,2,24000
12384,4940,50811,1,88000
12385,4941,4271,3,97000
12386,4942,165820,2,32000
12387,4943,107541,3,88000
12388,4943,173772,2,33000
12389,4943,37537,3,54000
12390,4943,218765,3,68000
12391,4944,28761,3,51000
12392,4944,104298,2,79000
12393,4944,12978,2,55000
12394,4944,195226,1,39000
12395,4945,196738,3,51000
12396,4945,234388,3,59000
12397,4946,24830,2,43000
12398,4946,110495,1,47000
12399,4946,99440,3,58000
12400,4946,94431,2,96000
12401,4947,204620,2,29000
12402,4947,206869,3,51000
12403,4947,225886,1,20000
12404,4948,113190,3,41000
12405,4948,35961,3,28000
12406,4948,19719,3,37000
12407,4948,144335,1,44000
12408,4949,190409,2,43000
12409,4949,9444,2,78000
12410,4950,29851,2,91000
12411,4950,106439,3,29000
12412,4951,189588,3,57000
12413,4951,139710,2,76000
12414,4952,81344,3,61000
12415,4952,203815,1,45000
12416,4952,175035,1,84000
12417,4952,113617,1,25000
12418,4953,154524,3,35000
12419,4954,123451,1,95000
12420,4954,107273,2,28000
12421,4954,92721,2,20000
12422,4954,60634,3,89000
12423,4955,37665,1,37000
12424,4955,184303,1,51000
12425,4956,47408,3,74000
12426,4957,219557,1,28000
12427,4957,42984,1,52000
12428,4957,8871,1,22000
12429,4957,155620,1,55000
12430,4958,44913,1,73000
12431,4959,102563,1,47000
12432,4960,51297,3,53000
12433,4961,39249,2,88000
12434,4961,108329,3,57000
12435,4962,82409,2,55000
12436,4963,135624,3,98000
12437,4963,195227,3,89000
12438,4964,87084,1,58000
12439,4964,12327,3,61000
12440,4964,172047,2,40000
12441,4965,58942,1,53000
12442,4965,140257,3,90000
12443,4965,27716,2,84000
12444,4965,198081,2,83000
12445,4966,29292,1,92000
12446,4966,101511,1,62000
12447,4967,210497,2,41000
12448,4967,230229,2,33000
12449,4967,40090,2,52000
12450,4968,215204,3,94000
12451,4968,49503,1,37000
12452,4968,143988,1,80000
12453,4968,212405,2,79000
12454,4969,91983,3,72000
12455,4969,48384,1,28000
12456,4970,86730,2,92000
12457,4970,55436,1,83000
12458,4971,187288,1,60000
12459,4971,27420,1,96000
12460,4971,237390,2,60000
12461,4971,39430,2,90000
12462,4972,235799,3,53000
12463,4972,144588,3,45000
12464,4972,26018,1,41000
12465,4972,183043,3,28000
12466,4973,76257,3,92000
12467,4974,81628,1,74000
12468,4974,73438,3,89000
12469,4974,144722,3,32000
12470,4975,138914,3,75000
12471,4976,83072,3,97000
12472,4976,234961,3,48000
12473,4976,103589,1,62000
12474,4976,210021,2,46000
12475,4977,181253,1,36000
12476,4977,129528,3,32000
12477,4977,223551,3,91000
12478,4978,226338,1,67000
12479,4978,234499,1,82000
12480,4978,89917,1,36000
12481,4978,83398,3,38000
12482,4979,212282,2,71000
12483,4980,122527,2,50000
12484,4981,20972,1,31000
12485,4981,234297,2,93000
12486,4981,40376,1,30000
12487,4981,108242,3,88000
12488,4982,153648,3,91000
12489,4982,141363,3,45000
12490,4983,42004,1,87000
12491,4983,17617,3,40000
12492,4984,206096,1,78000
12493,4984,112533,2,68000
12494,4985,83053,1,32000
12495,4985,162999,3,44000
12496,4985,10726,1,97000
12497,4985,82625,2,62000
12498,4986,122021,2,90000
12499,4986,226904,3,97000
12500,4987,22180,1,77000
12501,4988,115789,1,66000
12502,4988,113163,3,62000
12503,4988,216356,3,78000
12504,4988,73236,3,48000
12505,4989,29806,2,72000
12506,4990,39115,1,72000
12507,4990,9280,1,37000
12508,4990,56590,1,93000
12509,4991,180231,2,26000
12510,4992,135029,2,69000
12511,4992,55666,3,73000
12512,4993,16777,2,93000
12513,4993,9744,1,99000
12514,4994,89922,1,90000
12515,4994,81363,1,58000
12516,4995,147910,2,72000
12517,4995,237254,1,46000
12518,4996,153313,1,65000
12519,4996,66877,1,71000
12520,4997,133731,1,92000
12521,4997,96717,2,41000
12522,4997,239389,2,66000
12523,4997,106597,2,77000
12524,4998,180680,1,94000
12525,4999,176355,3,34000
12526,4999,230463,1,81000
12527,4999,31456,3,89000
12528,4999,189064,3,31000
12529,5000,190210,3,87000
12530,5001,191897,2,90000
12531,5001,99900,3,41000
12532,5001,30030,3,39000
12533,5002,20126,3,82000
12534,5002,105416,1,83000
12535,5003,172471,2,74000
12536,5003,195376,2,80000
12537,5003,97834,1,45000
12538,5003,116113,2,78000
12539,5004,133147,1,27000
12540,5004,41337,1,73000
12541,5004,91426,2,79000
12542,5005,226314,1,37000
12543,5005,37643,3,22000
12544,5005,63969,2,74000
12545,5006,164731,2,20000
12546,5006,83027,1,37000
12547,5006,65157,2,49000
12548,5007,128212,2,61000
12549,5007,127784,2,83000
12550,5007,8602,2,63000
12551,5007,12480,1,23000
12552,5008,233343,1,55000
12553,5008,105090,1,30000
12554,5008,17240,3,71000
12555,5008,45668,3,87000
12556,5009,14053,2,72000
12557,5009,45804,2,54000
12558,5010,49922,3,89000
12559,5010,195032,2,54000
12560,5010,214177,3,52000
12561,5010,205040,3,62000
12562,5011,93342,3,85000
12563,5011,1428,2,79000
12564,5012,69073,3,88000
12565,5012,195583,2,86000
12566,5012,123132,1,83000
12567,5012,153377,1,41000
12568,5013,187876,3,36000
12569,5013,3176,1,78000
12570,5013,212561,2,83000
12571,5014,212093,1,33000
12572,5014,210730,1,21000
12573,5015,159946,2,54000
12574,5015,189888,3,71000
12575,5015,171298,2,73000
12576,5015,80874,2,67000
12577,5016,200934,1,74000
12578,5016,45000,3,67000
12579,5017,212424,1,50000
12580,5017,64749,2,83000
12581,5017,60629,1,81000
12582,5017,190180,3,69000
12583,5018,173811,1,31000
12584,5018,2996,3,48000
12585,5019,216180,3,51000
12586,5019,103367,3,42000
12587,5020,26163,2,73000
12588,5020,220699,2,47000
12589,5020,82874,1,80000
12590,5020,99854,2,57000
12591,5021,194127,3,46000
12592,5022,79926,3,24000
12593,5022,144155,2,49000
12594,5023,10677,1,64000
12595,5023,132501,1,27000
12596,5024,167091,1,30000
12597,5025,3516,3,94000
12598,5026,230545,3,81000
12599,5027,67611,1,51000
12600,5027,161645,3,31000
12601,5027,171836,2,32000
12602,5027,123009,1,63000
12603,5028,19163,3,80000
12604,5028,168375,2,27000
12605,5029,22518,3,54000
12606,5029,42669,1,30000
12607,5030,14518,3,53000
12608,5030,1635,3,43000
12609,5030,111686,1,25000
12610,5030,146046,1,63000
12611,5031,206458,1,86000
12612,5032,149403,1,43000
12613,5032,107740,1,26000
12614,5033,102446,3,39000
12615,5033,152496,1,85000
12616,5033,128664,2,56000
12617,5034,232096,3,30000
12618,5034,59072,2,68000
12619,5035,163722,1,77000
12620,5035,206179,1,56000
12621,5035,100893,3,46000
12622,5035,217439,3,66000
12623,5036,59209,2,40000
12624,5036,29852,3,24000
12625,5037,222511,3,36000
12626,5037,46821,3,51000
12627,5037,142303,3,91000
12628,5037,220322,1,89000
12629,5038,123108,3,48000
12630,5038,163153,3,26000
12631,5038,226245,2,72000
12632,5039,50297,3,73000
12633,5039,184956,2,74000
12634,5039,156817,1,71000
12635,5040,34908,1,93000
12636,5040,7124,2,95000
12637,5040,146832,1,22000
12638,5041,194261,1,56000
12639,5042,162641,3,58000
12640,5042,101319,1,95000
12641,5042,118388,3,33000
12642,5042,87225,1,63000
12643,5043,218482,2,27000
12644,5043,132542,3,61000
12645,5044,70632,3,56000
12646,5045,228492,2,26000
12647,5045,90814,1,63000
12648,5045,174521,3,54000
12649,5046,143711,3,84000
12650,5046,29382,3,52000
12651,5046,124418,1,42000
12652,5046,63545,1,85000
12653,5047,5150,3,34000
12654,5047,174917,2,21000
12655,5048,158195,3,77000
12656,5048,224038,1,69000
12657,5048,162803,2,87000
12658,5049,237624,1,42000
12659,5050,75995,2,91000
12660,5050,194362,1,55000
12661,5050,73619,3,68000
12662,5051,26933,3,75000
12663,5052,59106,1,96000
12664,5052,143810,1,25000
12665,5053,99220,2,53000
12666,5053,190651,2,29000
12667,5053,33062,1,27000
12668,5053,204659,2,75000
12669,5054,156886,2,60000
12670,5054,161782,1,49000
12671,5054,219683,3,89000
12672,5054,62328,1,24000
12673,5055,8234,1,91000
12674,5055,42840,3,28000
12675,5056,174106,1,28000
12676,5056,66446,1,98000
12677,5056,100792,3,25000
12678,5056,230949,2,41000
12679,5057,32197,2,56000
12680,5057,9203,2,64000
12681,5057,58417,3,23000
12682,5057,192596,3,52000
12683,5058,16997,3,43000
12684,5058,141042,3,52000
12685,5058,36241,3,83000
12686,5059,35095,2,46000
12687,5059,130919,2,28000
12688,5059,82762,1,50000
12689,5060,202845,2,67000
12690,5060,192427,3,92000
12691,5060,121839,2,59000
12692,5061,181515,3,94000
12693,5061,22834,3,63000
12694,5061,103773,1,64000
12695,5061,74961,3,46000
12696,5062,173923,2,85000
12697,5063,229402,2,48000
12698,5064,37711,1,97000
12699,5065,121034,2,61000
12700,5065,88879,1,99000
12701,5065,76312,3,88000
12702,5065,150817,1,89000
12703,5066,2141,1,87000
12704,5066,161993,2,94000
12705,5066,173792,2,80000
12706,5066,1417,2,95000
12707,5067,92070,2,71000
12708,5067,123630,2,74000
12709,5067,107423,3,57000
12710,5067,153260,3,84000
12711,5068,233255,1,31000
12712,5068,219856,2,79000
12713,5068,200695,1,29000
12714,5068,214720,2,36000
12715,5069,169634,1,36000
12716,5070,155794,3,20000
12717,5070,64231,1,49000
12718,5071,118730,2,86000
12719,5072,56842,1,33000
12720,5073,213729,3,83000
12721,5073,72225,1,46000
12722,5073,236909,3,85000
12723,5073,57036,1,68000
12724,5074,229367,3,80000
12725,5075,61122,1,87000
12726,5076,121174,2,79000
12727,5076,213265,3,51000
12728,5076,1827,3,66000
12729,5076,104443,2,60000
12730,5077,105312,1,29000
12731,5078,57093,3,20000
12732,5078,78719,1,66000
12733,5078,178456,3,66000
12734,5078,110147,3,49000
12735,5079,108018,3,61000
12736,5079,191247,3,51000
12737,5079,92202,1,79000
12738,5079,186362,2,95000
12739,5080,182562,1,85000
12740,5080,121161,2,27000
12741,5080,203266,2,62000
12742,5080,70638,1,83000
12743,5081,198448,1,88000
12744,5081,138925,2,87000
12745,5081,100719,1,56000
12746,5082,74689,1,49000
12747,5082,201949,2,38000
12748,5082,191407,3,91000
12749,5083,216451,2,77000
12750,5083,133568,2,60000
12751,5084,187618,3,73000
12752,5085,16148,3,38000
12753,5085,161847,2,33000
12754,5085,238158,2,36000
12755,5086,156269,2,76000
12756,5087,178757,2,96000
12757,5087,11534,2,66000
12758,5088,88175,2,90000
12759,5088,96288,2,47000
12760,5088,162515,2,99000
12761,5089,193799,1,85000
12762,5089,76121,3,73000
12763,5089,168105,3,26000
12764,5090,28418,1,79000
12765,5090,85802,2,45000
12766,5090,168768,1,36000
12767,5090,203843,3,82000
12768,5091,20754,2,65000
12769,5092,5761,3,65000
12770,5092,195435,1,89000
12771,5092,50843,2,84000
12772,5093,226001,1,89000
12773,5094,216006,1,91000
12774,5095,49060,2,80000
12775,5096,112405,2,32000
12776,5096,141356,3,55000
12777,5097,147049,1,37000
12778,5098,209593,2,21000
12779,5098,124341,1,80000
12780,5098,76302,2,62000
12781,5098,191422,1,95000
12782,5099,58829,1,57000
12783,5100,185274,3,24000
12784,5101,164362,3,67000
12785,5101,67002,2,72000
12786,5102,59798,3,25000
12787,5102,149551,1,22000
12788,5102,72025,3,49000
12789,5102,205391,2,43000
12790,5103,198083,2,60000
12791,5104,32603,1,51000
12792,5104,52042,2,30000
12793,5104,147300,3,99000
12794,5105,36527,2,93000
12795,5105,91781,3,99000
12796,5105,77269,3,99000
12797,5106,71952,2,23000
12798,5107,217043,3,50000
12799,5107,145114,3,65000
12800,5107,202993,3,89000
12801,5108,207657,2,79000
12802,5109,49376,2,63000
12803,5109,177306,1,61000
12804,5110,13639,2,46000
12805,5110,202627,2,69000
12806,5110,21766,1,89000
12807,5111,126287,2,77000
12808,5111,127480,2,40000
12809,5111,238850,3,38000
12810,5112,234452,2,28000
12811,5112,195600,1,94000
12812,5112,220969,2,34000
12813,5112,115763,2,55000
12814,5113,118968,3,87000
12815,5113,229059,1,82000
12816,5113,149200,1,46000
12817,5114,70501,3,90000
12818,5114,33899,2,74000
12819,5114,205249,3,67000
12820,5114,108507,3,41000
12821,5115,79225,2,50000
12822,5115,46546,1,34000
12823,5115,178694,2,89000
12824,5115,50532,1,45000
12825,5116,89099,2,64000
12826,5117,141957,2,77000
12827,5118,163393,2,55000
12828,5118,58288,3,54000
12829,5118,189239,1,27000
12830,5118,183248,2,41000
12831,5119,28357,1,54000
12832,5119,113751,2,55000
12833,5120,60250,1,61000
12834,5120,190876,3,67000
12835,5120,113803,1,44000
12836,5121,88435,1,44000
12837,5121,202559,2,38000
12838,5122,70036,2,49000
12839,5122,20182,3,58000
12840,5122,146722,2,83000
12841,5122,48204,2,34000
12842,5123,236182,1,78000
12843,5123,191203,2,48000
12844,5123,101240,2,83000
12845,5123,149248,3,30000
12846,5124,148068,1,72000
12847,5124,33713,2,89000
12848,5124,165168,2,38000
12849,5125,160557,3,35000
12850,5126,147571,1,91000
12851,5126,97852,2,92000
12852,5127,182958,3,76000
12853,5127,80667,3,99000
12854,5128,91990,2,64000
12855,5129,136319,2,89000
12856,5129,65355,3,38000
12857,5129,219899,2,34000
12858,5129,5712,1,50000
12859,5130,40090,1,93000
12860,5130,44723,2,63000
12861,5130,82915,1,73000
12862,5131,60560,1,61000
12863,5131,87459,2,63000
12864,5131,190616,1,26000
12865,5132,33310,3,32000
12866,5132,84183,2,76000
12867,5132,84946,2,39000
12868,5132,118641,3,84000
12869,5133,228177,3,34000
12870,5133,109571,1,24000
12871,5134,18774,1,51000
12872,5135,118309,1,50000
12873,5135,206422,3,60000
12874,5136,132491,1,67000
12875,5136,172042,1,72000
12876,5136,143726,3,49000
12877,5137,132011,2,95000
12878,5138,5540,1,50000
12879,5138,72373,2,25000
12880,5138,45798,1,81000
12881,5138,138639,1,21000
12882,5139,220502,1,79000
12883,5140,211527,3,54000
12884,5141,13046,1,20000
12885,5142,91800,2,49000
12886,5142,169019,2,29000
12887,5143,107135,2,58000
12888,5143,93131,2,91000
12889,5144,60145,2,66000
12890,5145,148195,1,27000
12891,5145,157301,3,79000
12892,5145,157766,3,71000
12893,5145,128140,3,95000
12894,5146,77710,3,93000
12895,5146,143148,1,89000
12896,5146,170317,1,26000
12897,5147,161004,1,32000
12898,5147,107279,1,54000
12899,5148,173590,1,81000
12900,5148,32709,1,38000
12901,5149,237605,2,54000
12902,5149,124896,1,33000
12903,5150,221768,3,98000
12904,5150,189016,1,31000
12905,5150,194876,3,96000
12906,5150,189471,1,52000
12907,5151,14622,1,32000
12908,5152,100202,1,92000
12909,5153,100375,1,23000
12910,5153,105049,3,87000
12911,5154,76939,1,84000
12912,5154,211414,2,94000
12913,5154,180722,3,80000
12914,5154,76405,2,88000
12915,5155,19658,1,78000
12916,5155,120078,1,33000
12917,5155,23451,1,78000
12918,5155,92485,3,35000
12919,5156,62181,2,44000
12920,5156,100426,2,47000
12921,5157,162069,1,80000
12922,5157,191417,2,56000
12923,5157,29700,3,55000
12924,5157,152071,2,64000
12925,5158,81190,3,64000
12926,5158,85200,1,34000
12927,5159,217377,1,33000
12928,5160,3569,2,70000
12929,5160,235963,2,66000
12930,5160,7945,1,47000
12931,5161,35940,1,87000
12932,5161,99612,1,63000
12933,5161,106092,3,55000
12934,5162,184927,2,62000
12935,5162,228837,3,71000
12936,5162,166319,3,99000
12937,5162,55868,1,74000
12938,5163,197659,2,37000
12939,5164,223521,2,58000
12940,5164,120420,3,84000
12941,5164,62965,1,30000
12942,5164,28879,1,69000
12943,5165,58337,1,66000
12944,5165,57906,3,43000
12945,5165,102172,1,96000
12946,5165,64308,3,32000
12947,5166,57469,2,67000
12948,5166,153810,2,62000
12949,5166,143477,2,37000
12950,5166,226864,3,41000
12951,5167,192954,1,52000
12952,5167,212631,3,44000
12953,5167,76316,3,22000
12954,5167,24894,1,47000
12955,5168,68639,1,42000
12956,5169,13596,2,86000
12957,5169,98702,3,38000
12958,5169,45603,3,68000
12959,5169,136601,3,88000
12960,5170,219736,1,71000
12961,5170,147730,2,59000
12962,5171,147477,1,32000
12963,5172,4435,3,56000
12964,5172,11811,3,73000
12965,5172,88667,3,32000
12966,5173,181007,2,85000
12967,5174,16996,2,43000
12968,5174,190696,1,41000
12969,5174,3238,3,86000
12970,5175,10225,2,83000
12971,5175,232478,1,78000
12972,5176,213929,2,36000
12973,5176,211333,3,84000
12974,5177,67956,3,23000
12975,5177,50049,1,60000
12976,5177,94343,2,61000
12977,5177,125420,3,97000
12978,5178,122137,3,22000
12979,5179,6393,2,47000
12980,5179,200884,2,43000
12981,5179,225543,2,69000
12982,5180,176074,3,39000
12983,5181,129835,3,69000
12984,5182,21935,2,59000
12985,5182,220046,2,62000
12986,5182,181664,2,33000
12987,5182,134206,1,45000
12988,5183,74967,2,95000
12989,5184,216086,1,73000
12990,5184,48513,3,66000
12991,5184,93744,3,50000
12992,5184,134537,1,35000
12993,5185,86845,3,25000
12994,5185,123611,3,63000
12995,5185,206614,3,70000
12996,5185,23975,3,48000
12997,5186,199704,2,48000
12998,5186,99738,2,98000
12999,5186,93548,2,63000
13000,5186,76318,1,71000
13001,5187,29404,1,36000
13002,5187,48357,2,38000
13003,5187,33196,3,78000
13004,5187,186436,1,55000
13005,5188,68969,1,37000
13006,5189,183090,3,30000
13007,5189,90913,1,91000
13008,5189,226631,3,92000
13009,5189,162346,3,35000
13010,5190,218869,3,33000
13011,5190,75114,2,58000
13012,5190,226963,1,88000
13013,5191,121473,1,62000
13014,5191,34458,3,50000
13015,5191,99395,1,24000
13016,5191,172929,1,88000
13017,5192,100182,1,57000
13018,5192,27168,2,48000
13019,5193,99852,3,90000
13020,5193,214254,2,67000
13021,5193,208855,3,43000
13022,5193,236612,1,95000
13023,5194,157350,1,87000
13024,5195,95486,3,77000
13025,5195,76935,1,93000
13026,5195,64186,3,68000
13027,5196,160594,2,77000
13028,5196,156786,1,56000
13029,5196,89435,2,69000
13030,5197,151478,1,78000
13031,5197,202961,3,52000
13032,5197,7851,3,90000
13033,5197,66929,3,27000
13034,5198,5371,2,26000
13035,5198,239263,3,51000
13036,5198,68314,2,38000
13037,5199,48991,1,80000
13038,5199,135179,2,68000
13039,5199,5195,2,88000
13040,5199,17585,1,56000
13041,5200,199928,3,95000
13042,5200,89763,1,69000
13043,5200,143182,2,62000
13044,5201,177869,1,88000
13045,5202,231784,1,26000
13046,5202,92757,1,26000
13047,5202,101159,3,59000
13048,5203,236346,1,77000
13049,5203,23313,3,93000
13050,5203,13365,2,90000
13051,5204,207859,3,31000
13052,5205,95703,2,83000
13053,5206,207675,2,88000
13054,5206,11491,2,87000
13055,5206,141578,1,39000
13056,5206,57979,3,85000
