orderId,userId,shopId,totalAmount,orderStatus,createdAt
4052,6557,927,156000,PAID,2025-12-30T15:07:16.628
4053,9583,1201,107000,PAID,2026-01-13T15:07:16.628
4054,7364,1613,112000,PAID,2026-01-20T15:07:16.628
4055,8386,321,230000,SHIPPING,2026-01-01T15:07:16.628
4056,4493,966,245000,SHIPPING,2026-01-04T15:07:16.628
4057,1760,1039,112000,SHIPPING,2026-01-02T15:07:16.628
4058,7258,1006,172000,COMPLETED,2026-01-15T15:07:16.628
4059,9584,1887,121000,SHIPPING,2026-01-01T15:07:16.628
4060,944,797,78000,PAID,2026-01-09T15:07:16.628
4061,2791,238,180000,PAID,2026-01-11T15:07:16.628
4062,5144,1017,152000,COMPLETED,2026-01-04T15:07:16.628
4063,4285,953,166000,SHIPPING,2026-01-04T15:07:16.628
4064,8337,856,152000,SHIPPING,2026-01-14T15:07:16.628
4065,8013,1309,217000,SHIPPING,2026-01-10T15:07:16.628
4066,3094,1476,220000,CREATED,2025-12-29T15:07:16.628
4067,2967,739,62000,PAID,2026-01-22T15:07:16.628
4068,3546,1862,171000,PAID,2026-01-09T15:07:16.628
4069,7927,642,88000,SHIPPING,2026-01-13T15:07:16.628
4070,8269,102,106000,CREATED,2026-01-27T15:07:16.628
4071,5650,792,87000,COMPLETED,2025-12-29T15:07:16.628
4072,1872,1978,172000,CREATED,2026-01-14T15:07:16.628
4073,9362,1386,235000,PAID,2025-12-31T15:07:16.628
4074,8267,694,225000,PAID,2026-01-11T15:07:16.628
4075,1169,1908,101000,CREATED,2026-01-23T15:07:16.628
4076,7629,585,131000,COMPLETED,2026-01-15T15:07:16.628
4077,1580,1086,218000,SHIPPING,2026-01-10T15:07:16.628
4078,1520,530,188000,PAID,2026-01-25T15:07:16.628
4079,724,690,183000,PAID,2026-01-21T15:07:16.628
4080,7972,1471,95000,SHIPPING,2026-01-22T15:07:16.628
4081,654,532,72000,PAID,2026-01-05T15:07:16.628
4082,2034,332,158000,PAID,2026-01-24T15:07:16.628
4083,1053,47,115000,CREATED,2026-01-22T15:07:16.628
4084,8372,1419,121000,CREATED,2026-01-22T15:07:16.628
4085,2870,1487,103000,COMPLETED,2025-12-31T15:07:16.628
4086,2451,1152,228000,SHIPPING,2026-01-05T15:07:16.628
4087,1099,1561,164000,PAID,2026-01-16T15:07:16.628
4088,5387,1866,186000,CREATED,2025-12-29T15:07:16.628
4089,4817,1124,54000,SHIPPING,2026-01-07T15:07:16.628
4090,5565,1888,103000,PAID,2026-01-13T15:07:16.628
4091,7481,1207,96000,PAID,2026-01-07T15:07:16.628
4092,405,1808,193000,COMPLETED,2026-01-06T15:07:16.628
4093,8774,201,196000,PAID,2026-01-01T15:07:16.628
4094,9398,1457,140000,PAID,2026-01-02T15:07:16.628
4095,4879,1142,79000,CREATED,2026-01-08T15:07:16.628
4096,9458,705,100000,COMPLETED,2026-01-26T15:07:16.628
4097,1647,1628,133000,COMPLETED,2026-01-08T15:07:16.628
4098,4198,1999,137000,PAID,2026-01-25T15:07:16.628
4099,9270,1421,54000,CREATED,2026-01-09T15:07:16.628
4100,4210,1262,147000,COMPLETED,2026-01-23T15:07:16.628
4101,3810,1197,154000,SHIPPING,2026-01-08T15:07:16.628
4102,2242,1628,62000,CREATED,2026-01-06T15:07:16.628
4103,2602,1613,115000,COMPLETED,2026-01-03T15:07:16.628
4104,125,844,75000,COMPLETED,2026-01-14T15:07:16.628
4105,2428,825,150000,SHIPPING,2026-01-25T15:07:16.628
4106,6883,1160,238000,CREATED,2026-01-03T15:07:16.628
4107,2424,824,145000,SHIPPING,2026-01-10T15:07:16.628
4108,8723,1039,181000,SHIPPING,2025-12-29T15:07:16.628
4109,7038,244,235000,CREATED,2026-01-14T15:07:16.628
4110,712,1449,113000,CREATED,2026-01-25T15:07:16.628
4111,4919,861,108000,CREATED,2025-12-31T15:07:16.628
4112,4108,388,131000,COMPLETED,2026-01-06T15:07:16.628
4113,1552,1201,75000,SHIPPING,2026-01-13T15:07:16.628
4114,4276,1625,166000,COMPLETED,2026-01-24T15:07:16.628
4115,9444,1165,63000,SHIPPING,2026-01-27T15:07:16.628
4116,8413,748,52000,PAID,2026-01-24T15:07:16.628
4117,8786,769,243000,COMPLETED,2025-12-29T15:07:16.628
4118,8149,831,57000,PAID,2026-01-15T15:07:16.628
4119,262,1341,145000,SHIPPING,2026-01-20T15:07:16.628
4120,5623,1206,173000,COMPLETED,2026-01-07T15:07:16.628
4121,2834,1157,75000,COMPLETED,2026-01-15T15:07:16.628
4122,1347,166,247000,COMPLETED,2026-01-14T15:07:16.628
4123,6561,56,215000,PAID,2026-01-27T15:07:16.628
4124,5229,1220,91000,CREATED,2026-01-19T15:07:16.628
4125,1080,1330,170000,PAID,2026-01-09T15:07:16.628
4126,17,475,226000,CREATED,2026-01-02T15:07:16.628
4127,679,160,76000,PAID,2026-01-11T15:07:16.628
4128,5378,1422,169000,CREATED,2026-01-15T15:07:16.628
4129,5182,1376,69000,COMPLETED,2026-01-09T15:07:16.628
4130,8130,995,158000,SHIPPING,2026-01-03T15:07:16.628
4131,377,1248,92000,CREATED,2026-01-09T15:07:16.628
4132,7133,645,146000,PAID,2026-01-16T15:07:16.628
4133,6284,1967,70000,SHIPPING,2026-01-03T15:07:16.628
4134,5883,1674,142000,COMPLETED,2026-01-06T15:07:16.628
4135,4285,1505,127000,CREATED,2026-01-06T15:07:16.628
4136,9930,446,139000,SHIPPING,2026-01-01T15:07:16.628
4137,145,1686,162000,SHIPPING,2026-01-01T15:07:16.628
4138,7888,471,122000,PAID,2026-01-07T15:07:16.628
4139,6632,246,185000,PAID,2026-01-06T15:07:16.628
4140,4717,559,240000,CREATED,2026-01-15T15:07:16.628
4141,5692,1369,187000,PAID,2026-01-11T15:07:16.628
4142,3086,1771,193000,SHIPPING,2026-01-10T15:07:16.628
4143,2746,1686,174000,CREATED,2026-01-18T15:07:16.628
4144,9349,151,145000,CREATED,2026-01-18T15:07:16.628
4145,5817,1958,92000,COMPLETED,2026-01-22T15:07:16.628
4146,532,105,56000,SHIPPING,2026-01-19T15:07:16.628
4147,8777,1190,203000,PAID,2026-01-01T15:07:16.628
4148,3003,454,249000,CREATED,2026-01-05T15:07:16.628
4149,3847,91,108000,CREATED,2026-01-26T15:07:16.628
4150,9070,287,204000,COMPLETED,2026-01-01T15:07:16.628
4151,6215,1617,217000,PAID,2026-01-24T15:07:16.628
4152,341,1868,122000,CREATED,2026-01-03T15:07:16.628
4153,6471,1736,179000,COMPLETED,2026-01-08T15:07:16.628
4154,6864,435,73000,SHIPPING,2026-01-06T15:07:16.628
4155,8573,533,84000,COMPLETED,2026-01-19T15:07:16.628
4156,2828,542,120000,SHIPPING,2026-01-12T15:07:16.628
4157,3904,252,73000,SHIPPING,2026-01-23T15:07:16.628
4158,8619,442,166000,CREATED,2026-01-21T15:07:16.628
4159,5850,1770,72000,CREATED,2026-01-21T15:07:16.628
4160,2902,1396,104000,CREATED,2026-01-09T15:07:16.628
4161,2190,142,156000,CREATED,2026-01-11T15:07:16.628
4162,2543,771,101000,PAID,2026-01-13T15:07:16.628
4163,7702,528,180000,SHIPPING,2026-01-23T15:07:16.628
4164,6095,622,109000,PAID,2026-01-02T15:07:16.628
4165,5225,251,240000,CREATED,2025-12-30T15:07:16.628
4166,8461,482,212000,SHIPPING,2025-12-31T15:07:16.628
4167,5967,214,63000,CREATED,2026-01-26T15:07:16.628
4168,2507,1557,239000,PAID,2026-01-10T15:07:16.628
4169,9970,1174,210000,COMPLETED,2025-12-31T15:07:16.628
4170,6631,1735,83000,SHIPPING,2026-01-13T15:07:16.628
4171,7493,1587,207000,PAID,2026-01-22T15:07:16.628
4172,9440,607,240000,PAID,2026-01-20T15:07:16.628
4173,330,193,230000,PAID,2026-01-14T15:07:16.628
4174,7877,1740,162000,SHIPPING,2026-01-20T15:07:16.628
4175,4146,1218,58000,PAID,2026-01-23T15:07:16.628
4176,8820,635,244000,COMPLETED,2026-01-12T15:07:16.628
4177,6844,1494,103000,SHIPPING,2026-01-14T15:07:16.628
4178,9319,318,213000,SHIPPING,2026-01-24T15:07:16.628
4179,7346,335,60000,CREATED,2026-01-25T15:07:16.628
4180,1443,252,107000,CREATED,2026-01-10T15:07:16.628
4181,3625,1074,197000,COMPLETED,2026-01-06T15:07:16.628
4182,8994,884,199000,COMPLETED,2025-12-31T15:07:16.628
4183,9040,840,175000,PAID,2026-01-04T15:07:16.628
4184,8874,1617,190000,CREATED,2026-01-19T15:07:16.628
4185,451,1375,169000,SHIPPING,2026-01-13T15:07:16.628
4186,8185,1420,80000,COMPLETED,2026-01-15T15:07:16.628
4187,6354,1458,242000,PAID,2025-12-29T15:07:16.628
4188,8133,1202,228000,SHIPPING,2026-01-05T15:07:16.628
4189,7681,1195,117000,PAID,2026-01-12T15:07:16.628
4190,9577,1444,173000,COMPLETED,2026-01-20T15:07:16.628
4191,5931,1848,232000,CREATED,2026-01-09T15:07:16.628
4192,2992,885,135000,SHIPPING,2026-01-06T15:07:16.628
4193,7522,1258,240000,PAID,2026-01-18T15:07:16.628
4194,3456,388,162000,CREATED,2026-01-05T15:07:16.628
4195,6767,1762,162000,PAID,2026-01-14T15:07:16.628
4196,9886,1646,200000,COMPLETED,2026-01-01T15:07:16.628
4197,1661,1525,69000,SHIPPING,2025-12-30T15:07:16.628
4198,4779,1225,86000,PAID,2026-01-16T15:07:16.628
4199,9333,480,112000,COMPLETED,2026-01-15T15:07:16.628
4200,948,1766,116000,PAID,2025-12-29T15:07:16.628
4201,8710,1806,100000,COMPLETED,2026-01-06T15:07:16.628
4202,8747,988,194000,PAID,2026-01-13T15:07:16.628
4203,4869,785,217000,PAID,2026-01-16T15:07:16.628
4204,9392,1779,152000,SHIPPING,2026-01-01T15:07:16.628
4205,2252,720,192000,SHIPPING,2026-01-18T15:07:16.628
4206,5043,642,95000,PAID,2026-01-19T15:07:16.628
4207,6401,885,139000,COMPLETED,2026-01-20T15:07:16.628
4208,8539,790,248000,COMPLETED,2026-01-27T15:07:16.628
4209,1870,1447,160000,SHIPPING,2026-01-03T15:07:16.628
4210,4608,1182,212000,CREATED,2026-01-03T15:07:16.628
4211,1185,1931,228000,COMPLETED,2026-01-22T15:07:16.628
4212,5336,1555,136000,CREATED,2026-01-03T15:07:16.628
4213,5068,121,122000,CREATED,2026-01-15T15:07:16.628
4214,9525,18,176000,SHIPPING,2026-01-17T15:07:16.628
4215,2727,1159,160000,PAID,2026-01-22T15:07:16.628
4216,8968,426,100000,COMPLETED,2026-01-02T15:07:16.628
4217,6298,447,155000,CREATED,2025-12-29T15:07:16.628
4218,6641,947,82000,COMPLETED,2026-01-18T15:07:16.628
4219,5986,963,244000,SHIPPING,2026-01-09T15:07:16.628
4220,3500,1171,146000,SHIPPING,2025-12-29T15:07:16.628
4221,769,1060,98000,SHIPPING,2026-01-04T15:07:16.628
4222,1711,1675,138000,SHIPPING,2026-01-13T15:07:16.628
4223,7679,864,160000,CREATED,2026-01-21T15:07:16.628
4224,4678,870,50000,PAID,2026-01-16T15:07:16.628
4225,2606,1768,59000,PAID,2026-01-18T15:07:16.628
4226,9594,1928,226000,SHIPPING,2026-01-07T15:07:16.628
4227,6345,1321,154000,CREATED,2026-01-10T15:07:16.628
4228,4476,265,119000,PAID,2026-01-01T15:07:16.628
4229,3165,1922,232000,COMPLETED,2026-01-16T15:07:16.628
4230,9819,1810,215000,PAID,2026-01-10T15:07:16.628
4231,6914,1492,205000,COMPLETED,2025-12-30T15:07:16.628
4232,6249,291,92000,CREATED,2026-01-03T15:07:16.628
4233,3710,368,210000,CREATED,2026-01-26T15:07:16.628
4234,8160,139,198000,PAID,2026-01-05T15:07:16.628
4235,4202,1990,162000,CREATED,2026-01-01T15:07:16.628
4236,705,1166,94000,COMPLETED,2026-01-07T15:07:16.628
4237,9318,603,198000,PAID,2026-01-10T15:07:16.628
4238,8971,624,61000,CREATED,2025-12-29T15:07:16.628
4239,8429,1010,230000,SHIPPING,2026-01-06T15:07:16.628
4240,6976,475,154000,PAID,2026-01-14T15:07:16.628
4241,1602,587,139000,SHIPPING,2026-01-13T15:07:16.628
4242,35,381,183000,PAID,2026-01-12T15:07:16.628
4243,59,317,145000,PAID,2026-01-10T15:07:16.628
4244,1904,1518,50000,COMPLETED,2025-12-30T15:07:16.628
4245,4133,1812,72000,PAID,2026-01-23T15:07:16.628
4246,5227,1468,82000,CREATED,2026-01-27T15:07:16.628
4247,5391,513,143000,COMPLETED,2026-01-04T15:07:16.628
4248,1845,1337,225000,PAID,2026-01-01T15:07:16.628
4249,7393,1084,163000,CREATED,2026-01-05T15:07:16.628
4250,8013,1310,96000,CREATED,2026-01-16T15:07:16.628
4251,5489,1180,248000,CREATED,2026-01-20T15:07:16.628
4252,71,581,208000,PAID,2026-01-05T15:07:16.628
4253,7362,1850,165000,COMPLETED,2026-01-04T15:07:16.628
4254,4753,1043,208000,CREATED,2026-01-03T15:07:16.628
4255,488,356,59000,SHIPPING,2026-01-07T15:07:16.628
4256,8763,1276,212000,CREATED,2026-01-25T15:07:16.628
4257,9271,300,186000,PAID,2026-01-17T15:07:16.628
4258,32,789,217000,SHIPPING,2026-01-20T15:07:16.628
4259,456,1609,64000,PAID,2026-01-13T15:07:16.628
4260,3869,1650,174000,SHIPPING,2026-01-14T15:07:16.628
4261,7355,1525,149000,SHIPPING,2026-01-19T15:07:16.628
4262,6176,1170,243000,COMPLETED,2025-12-31T15:07:16.628
4263,6330,134,163000,CREATED,2026-01-09T15:07:16.628
4264,9550,1234,86000,SHIPPING,2026-01-23T15:07:16.628
4265,3521,1297,97000,PAID,2026-01-19T15:07:16.628
4266,1147,1559,57000,PAID,2026-01-04T15:07:16.628
4267,8105,117,125000,PAID,2026-01-02T15:07:16.628
4268,4694,565,140000,SHIPPING,2025-12-31T15:07:16.628
4269,5740,902,67000,SHIPPING,2026-01-19T15:07:16.628
4270,9376,297,190000,PAID,2026-01-24T15:07:16.628
4271,5674,1118,86000,COMPLETED,2026-01-15T15:07:16.628
4272,8262,606,157000,COMPLETED,2026-01-01T15:07:16.628
4273,4701,888,91000,SHIPPING,2025-12-31T15:07:16.628
4274,8149,1709,138000,COMPLETED,2025-12-31T15:07:16.628
4275,9235,28,206000,SHIPPING,2026-01-24T15:07:16.628
4276,9453,34,134000,COMPLETED,2026-01-14T15:07:16.628
4277,6086,728,186000,SHIPPING,2026-01-16T15:07:16.628
4278,1655,1495,241000,COMPLETED,2026-01-02T15:07:16.628
4279,8333,1563,153000,SHIPPING,2026-01-01T15:07:16.628
4280,3428,1268,96000,PAID,2026-01-24T15:07:16.628
4281,3452,778,54000,CREATED,2026-01-06T15:07:16.628
4282,4096,17,81000,COMPLETED,2026-01-15T15:07:16.628
4283,1861,721,97000,PAID,2026-01-12T15:07:16.628
4284,2840,1565,176000,COMPLETED,2026-01-13T15:07:16.628
4285,9146,1330,185000,COMPLETED,2026-01-15T15:07:16.628
4286,387,978,173000,COMPLETED,2026-01-05T15:07:16.628
4287,284,761,69000,CREATED,2026-01-20T15:07:16.628
4288,6947,665,185000,CREATED,2026-01-17T15:07:16.628
4289,1345,906,192000,COMPLETED,2026-01-11T15:07:16.628
4290,631,1342,139000,COMPLETED,2026-01-08T15:07:16.628
4291,1535,6,152000,CREATED,2026-01-16T15:07:16.628
4292,7415,461,104000,PAID,2026-01-13T15:07:16.628
4293,6412,1939,153000,CREATED,2026-01-13T15:07:16.628
4294,4365,926,222000,CREATED,2026-01-02T15:07:16.628
4295,5090,698,94000,SHIPPING,2026-01-19T15:07:16.628
4296,4168,261,108000,CREATED,2026-01-19T15:07:16.628
4297,4417,997,196000,COMPLETED,2026-01-03T15:07:16.628
4298,863,629,120000,PAID,2026-01-02T15:07:16.628
4299,5318,946,88000,CREATED,2026-01-21T15:07:16.628
4300,9924,284,144000,COMPLETED,2026-01-24T15:07:16.628
4301,9091,1924,243000,PAID,2026-01-03T15:07:16.628
4302,1592,626,111000,SHIPPING,2026-01-17T15:07:16.628
4303,7562,973,160000,SHIPPING,2026-01-25T15:07:16.628
4304,6193,723,149000,CREATED,2026-01-25T15:07:16.628
4305,7298,112,141000,SHIPPING,2025-12-31T15:07:16.628
4306,7593,340,91000,CREATED,2026-01-13T15:07:16.628
4307,6735,1945,78000,COMPLETED,2026-01-13T15:07:16.628
4308,4947,1970,233000,COMPLETED,2026-01-12T15:07:16.628
4309,4084,457,92000,PAID,2026-01-27T15:07:16.628
4310,4207,519,217000,SHIPPING,2026-01-03T15:07:16.628
4311,339,1273,137000,PAID,2026-01-27T15:07:16.628
4312,9113,1453,165000,PAID,2025-12-29T15:07:16.628
4313,7326,1357,247000,PAID,2026-01-03T15:07:16.628
4314,3070,1054,183000,CREATED,2026-01-08T15:07:16.628
4315,1120,1959,74000,CREATED,2026-01-26T15:07:16.628
4316,6243,1791,216000,SHIPPING,2026-01-05T15:07:16.628
4317,1420,1391,115000,PAID,2026-01-04T15:07:16.628
4318,7929,1562,53000,PAID,2026-01-02T15:07:16.628
4319,1342,1938,115000,CREATED,2026-01-18T15:07:16.628
4320,1570,146,158000,SHIPPING,2026-01-12T15:07:16.628
4321,9375,1734,195000,SHIPPING,2026-01-23T15:07:16.628
4322,9057,1800,147000,PAID,2026-01-01T15:07:16.628
4323,1060,772,126000,PAID,2026-01-26T15:07:16.628
4324,5787,1967,107000,CREATED,2026-01-04T15:07:16.628
4325,6869,1727,167000,SHIPPING,2026-01-25T15:07:16.628
4326,4984,1175,196000,CREATED,2026-01-21T15:07:16.628
4327,7901,387,89000,COMPLETED,2026-01-13T15:07:16.628
4328,4905,1154,82000,COMPLETED,2026-01-17T15:07:16.628
4329,3810,944,153000,COMPLETED,2026-01-08T15:07:16.628
4330,2529,1351,166000,COMPLETED,2026-01-25T15:07:16.628
4331,8997,1393,94000,CREATED,2026-01-13T15:07:16.628
4332,4750,1685,236000,PAID,2026-01-23T15:07:16.628
4333,1885,1337,114000,COMPLETED,2026-01-15T15:07:16.628
4334,7685,702,221000,CREATED,2026-01-23T15:07:16.628
4335,35,402,119000,SHIPPING,2026-01-14T15:07:16.628
4336,8950,46,207000,COMPLETED,2026-01-15T15:07:16.628
4337,7494,280,181000,CREATED,2026-01-07T15:07:16.628
4338,1556,1861,68000,SHIPPING,2026-01-07T15:07:16.628
4339,6369,1705,127000,PAID,2026-01-13T15:07:16.628
4340,2792,467,173000,PAID,2026-01-23T15:07:16.628
4341,8532,1625,155000,COMPLETED,2026-01-16T15:07:16.628
4342,2693,192,183000,COMPLETED,2026-01-23T15:07:16.628
4343,1639,511,116000,COMPLETED,2026-01-14T15:07:16.628
4344,4713,1594,69000,PAID,2026-01-04T15:07:16.628
4345,6764,713,236000,PAID,2026-01-02T15:07:16.628
4346,236,603,79000,CREATED,2026-01-19T15:07:16.628
4347,2119,929,97000,SHIPPING,2026-01-24T15:07:16.628
4348,2637,222,210000,COMPLETED,2026-01-21T15:07:16.628
4349,7292,422,101000,COMPLETED,2026-01-12T15:07:16.628
4350,5527,288,138000,PAID,2025-12-30T15:07:16.628
4351,3283,932,129000,CREATED,2026-01-18T15:07:16.628
4352,2653,844,118000,SHIPPING,2026-01-24T15:07:16.628
4353,6646,388,181000,SHIPPING,2026-01-13T15:07:16.628
4354,9541,1990,246000,SHIPPING,2025-12-30T15:07:16.628
4355,3097,88,166000,COMPLETED,2026-01-02T15:07:16.628
4356,6272,332,114000,COMPLETED,2026-01-07T15:07:16.628
4357,3112,13,67000,PAID,2026-01-21T15:07:16.628
4358,6435,1780,186000,COMPLETED,2026-01-19T15:07:16.628
4359,9263,1990,177000,COMPLETED,2026-01-12T15:07:16.628
4360,4327,1308,100000,SHIPPING,2025-12-30T15:07:16.628
4361,345,661,154000,PAID,2026-01-19T15:07:16.628
4362,836,147,144000,CREATED,2025-12-31T15:07:16.628
4363,5209,967,107000,PAID,2026-01-14T15:07:16.628
4364,1913,631,101000,COMPLETED,2026-01-12T15:07:16.628
4365,9439,602,149000,PAID,2026-01-15T15:07:16.628
4366,3196,755,99000,CREATED,2026-01-15T15:07:16.628
4367,4280,1154,120000,COMPLETED,2026-01-05T15:07:16.628
4368,5543,1123,174000,COMPLETED,2026-01-21T15:07:16.628
4369,8412,180,110000,PAID,2026-01-15T15:07:16.628
4370,4153,1588,121000,COMPLETED,2026-01-08T15:07:16.628
4371,3678,833,164000,PAID,2026-01-24T15:07:16.628
4372,3949,537,247000,CREATED,2026-01-19T15:07:16.628
4373,1880,527,145000,PAID,2026-01-05T15:07:16.628
4374,4975,1814,125000,SHIPPING,2026-01-05T15:07:16.628
4375,1341,416,77000,COMPLETED,2026-01-06T15:07:16.628
4376,4582,1534,68000,COMPLETED,2026-01-10T15:07:16.628
4377,3769,1442,167000,SHIPPING,2026-01-09T15:07:16.628
4378,381,667,84000,COMPLETED,2026-01-25T15:07:16.628
4379,1470,963,121000,COMPLETED,2026-01-22T15:07:16.628
4380,7514,815,219000,CREATED,2026-01-21T15:07:16.628
4381,2013,1610,189000,PAID,2026-01-22T15:07:16.628
4382,6945,840,145000,CREATED,2026-01-27T15:07:16.628
4383,4237,1491,98000,CREATED,2025-12-29T15:07:16.628
4384,4614,425,229000,PAID,2026-01-09T15:07:16.628
4385,4793,1287,51000,COMPLETED,2026-01-10T15:07:16.628
4386,1748,556,127000,CREATED,2025-12-31T15:07:16.628
4387,8019,404,93000,COMPLETED,2026-01-22T15:07:16.628
4388,3880,567,240000,PAID,2026-01-03T15:07:16.628
4389,1707,770,217000,PAID,2026-01-10T15:07:16.628
4390,4516,1544,194000,COMPLETED,2026-01-15T15:07:16.628
4391,6556,1878,129000,PAID,2026-01-01T15:07:16.628
4392,9013,1798,223000,PAID,2026-01-03T15:07:16.628
4393,3577,1722,92000,SHIPPING,2026-01-15T15:07:16.628
4394,8012,1661,50000,COMPLETED,2026-01-14T15:07:16.628
4395,8872,1750,203000,COMPLETED,2025-12-29T15:07:16.628
4396,649,932,103000,CREATED,2026-01-11T15:07:16.628
4397,9597,490,79000,COMPLETED,2026-01-20T15:07:16.628
4398,1185,1987,157000,PAID,2026-01-01T15:07:16.628
4399,3373,1536,238000,CREATED,2026-01-14T15:07:16.628
4400,7578,1318,127000,COMPLETED,2025-12-29T15:07:16.628
4401,825,1992,182000,SHIPPING,2026-01-03T15:07:16.628
4402,3740,710,88000,PAID,2026-01-12T15:07:16.628
4403,1050,227,72000,COMPLETED,2026-01-11T15:07:16.628
4404,6281,903,227000,COMPLETED,2026-01-25T15:07:16.628
4405,7990,1820,100000,SHIPPING,2026-01-20T15:07:16.628
4406,5247,732,161000,CREATED,2026-01-10T15:07:16.628
4407,1815,1137,161000,COMPLETED,2026-01-09T15:07:16.628
4408,8629,988,156000,CREATED,2026-01-23T15:07:16.628
4409,4586,1291,125000,CREATED,2026-01-04T15:07:16.628
4410,5110,450,235000,PAID,2026-01-04T15:07:16.628
4411,9657,17,54000,SHIPPING,2026-01-23T15:07:16.628
4412,8686,85,167000,SHIPPING,2026-01-01T15:07:16.628
4413,9845,1135,158000,PAID,2026-01-01T15:07:16.628
4414,2922,438,175000,PAID,2026-01-23T15:07:16.628
4415,7298,1522,83000,CREATED,2026-01-02T15:07:16.628
4416,7587,479,56000,CREATED,2026-01-19T15:07:16.628
4417,2477,1717,241000,PAID,2026-01-02T15:07:16.628
4418,2101,958,147000,CREATED,2026-01-06T15:07:16.628
4419,7381,1694,125000,COMPLETED,2026-01-14T15:07:16.628
4420,8,245,59000,COMPLETED,2026-01-03T15:07:16.628
4421,3888,1505,78000,COMPLETED,2026-01-20T15:07:16.628
4422,5805,758,74000,SHIPPING,2026-01-24T15:07:16.628
4423,3001,1288,157000,COMPLETED,2026-01-16T15:07:16.628
4424,8311,1478,183000,COMPLETED,2025-12-30T15:07:16.628
4425,4935,210,235000,CREATED,2026-01-20T15:07:16.628
4426,1406,1575,144000,PAID,2026-01-05T15:07:16.628
4427,9892,1924,217000,SHIPPING,2026-01-25T15:07:16.628
4428,4754,1664,190000,SHIPPING,2026-01-22T15:07:16.628
4429,1436,573,205000,SHIPPING,2025-12-31T15:07:16.628
4430,952,355,95000,PAID,2026-01-08T15:07:16.628
4431,2295,849,110000,COMPLETED,2026-01-27T15:07:16.628
4432,9906,1259,77000,SHIPPING,2026-01-03T15:07:16.628
4433,7985,1848,175000,COMPLETED,2026-01-13T15:07:16.628
4434,258,1646,187000,CREATED,2026-01-13T15:07:16.628
4435,5048,405,57000,CREATED,2026-01-07T15:07:16.628
4436,4270,1313,116000,CREATED,2026-01-19T15:07:16.628
4437,5040,1014,184000,PAID,2026-01-21T15:07:16.628
4438,2458,1495,94000,PAID,2026-01-02T15:07:16.628
4439,4683,1461,116000,SHIPPING,2026-01-01T15:07:16.628
4440,3803,458,91000,SHIPPING,2025-12-31T15:07:16.628
4441,4450,874,105000,CREATED,2026-01-22T15:07:16.628
4442,5322,1301,216000,COMPLETED,2026-01-11T15:07:16.628
4443,8139,191,116000,CREATED,2026-01-04T15:07:16.628
4444,9372,836,226000,PAID,2025-12-30T15:07:16.628
4445,5527,297,165000,COMPLETED,2026-01-06T15:07:16.628
4446,8120,1918,167000,CREATED,2026-01-15T15:07:16.628
4447,6790,662,135000,SHIPPING,2025-12-30T15:07:16.628
4448,8407,593,243000,PAID,2026-01-18T15:07:16.628
4449,4597,1056,186000,COMPLETED,2026-01-08T15:07:16.628
4450,25,1489,174000,COMPLETED,2026-01-13T15:07:16.628
4451,1669,1193,59000,CREATED,2026-01-01T15:07:16.628
4452,4100,1929,101000,CREATED,2026-01-22T15:07:16.628
4453,1709,879,141000,COMPLETED,2026-01-01T15:07:16.628
4454,5619,3,149000,CREATED,2026-01-21T15:07:16.628
4455,3945,1280,178000,CREATED,2026-01-25T15:07:16.628
4456,5778,559,111000,PAID,2026-01-25T15:07:16.628
4457,7319,1728,163000,COMPLETED,2025-12-31T15:07:16.628
4458,1725,967,157000,PAID,2026-01-16T15:07:16.628
4459,1345,51,227000,PAID,2026-01-17T15:07:16.628
4460,4391,16,70000,CREATED,2026-01-24T15:07:16.628
4461,1246,1336,81000,PAID,2026-01-06T15:07:16.628
4462,8661,583,141000,COMPLETED,2026-01-23T15:07:16.628
4463,8553,1081,235000,COMPLETED,2026-01-18T15:07:16.628
4464,8483,406,69000,PAID,2026-01-14T15:07:16.628
4465,5431,264,190000,PAID,2026-01-16T15:07:16.628
4466,574,592,182000,SHIPPING,2026-01-21T15:07:16.628
4467,1038,1370,66000,CREATED,2025-12-29T15:07:16.628
4468,9969,1036,112000,SHIPPING,2025-12-29T15:07:16.628
4469,3004,784,63000,COMPLETED,2026-01-27T15:07:16.628
4470,1492,635,184000,PAID,2026-01-04T15:07:16.628
4471,4684,98,233000,COMPLETED,2026-01-27T15:07:16.628
4472,4459,1835,189000,PAID,2026-01-25T15:07:16.628
4473,134,593,209000,CREATED,2026-01-15T15:07:16.628
4474,1485,1399,142000,COMPLETED,2026-01-01T15:07:16.628
4475,3993,353,63000,PAID,2026-01-03T15:07:16.628
4476,2553,242,200000,COMPLETED,2026-01-20T15:07:16.628
4477,6647,1294,133000,CREATED,2026-01-20T15:07:16.628
4478,877,963,68000,PAID,2026-01-04T15:07:16.628
4479,3355,963,178000,PAID,2026-01-04T15:07:16.628
4480,1606,818,144000,PAID,2026-01-14T15:07:16.628
4481,7270,925,76000,SHIPPING,2026-01-12T15:07:16.628
4482,2182,312,83000,SHIPPING,2026-01-04T15:07:16.628
4483,6501,41,51000,COMPLETED,2026-01-06T15:07:16.628
4484,7567,1368,211000,CREATED,2026-01-14T15:07:16.628
4485,9524,1295,242000,CREATED,2025-12-31T15:07:16.628
4486,586,1731,55000,SHIPPING,2026-01-03T15:07:16.628
