variantID,productID,size,color,priceVariant,stock
16624,832,S,Blue,33000,36,
16625,832,S,Gray,95700,56,
16626,832,M,Black,79200,11,
16627,832,M,White,49500,20,
16628,832,M,Red,33000,50,
16629,832,M,Blue,56100,29,
16630,832,M,Gray,46200,33,
16631,832,L,Black,39600,43,
16632,832,L,White,49500,31,
16633,832,L,Red,72600,32,
16634,832,L,Blue,49500,13,
16635,832,L,Gray,52800,35,
16636,832,XL,Black,56100,28,
16637,832,XL,White,95700,53,
16638,832,XL,Red,85800,21,
16639,832,XL,Blue,92400,32,
16640,832,XL,Gray,39600,42,
16641,833,S,Black,117500,55,
16642,833,S,White,61099,21,
16643,833,S,Red,126900,55,
16644,833,S,Blue,126900,15,
16645,833,S,Gray,98700,22,
16646,833,M,Black,56400,43,
16647,833,M,White,70500,31,
16648,833,M,Red,141000,31,
16649,833,M,Blue,98700,11,
16650,833,M,Gray,65800,19,
16651,833,L,Black,56400,23,
16652,833,L,White,75200,31,
16653,833,L,Red,136300,42,
16654,833,L,Blue,108099,18,
16655,833,L,Gray,122200,55,
16656,833,XL,Black,141000,48,
16657,833,XL,White,70500,25,
16658,833,XL,Red,103400,14,
16659,833,XL,Blue,75200,52,
16660,833,XL,Gray,122200,57,
16661,834,S,Black,122850,54,
16662,834,S,White,95550,57,
16663,834,S,Red,54600,28,
16664,834,S,Blue,95550,17,
16665,834,S,Gray,77350,15,
16666,834,M,Black,127399,34,
16667,834,M,White,136500,58,
16668,834,M,Red,63699,54,
16669,834,M,Blue,95550,39,
16670,834,M,Gray,45500,43,
16671,834,L,Black,109200,33,
16672,834,L,White,77350,56,
16673,834,L,Red,100100,36,
16674,834,L,Blue,59149,27,
16675,834,L,Gray,118300,28,
16676,834,XL,Black,109200,59,
16677,834,XL,White,63699,46,
16678,834,XL,Red,68250,40,
16679,834,XL,Blue,109200,39,
16680,834,XL,Gray,118300,46,
16681,835,S,Black,55800,16,
16682,835,S,White,34100,59,
16683,835,S,Red,43400,25,
16684,835,S,Blue,93000,36,
16685,835,S,Gray,52700,19,
16686,835,M,Black,74400,37,
16687,835,M,White,43400,45,
16688,835,M,Red,68200,55,
16689,835,M,Blue,65100,30,
16690,835,M,Gray,55800,17,
16691,835,L,Black,68200,16,
16692,835,L,White,40299,10,
16693,835,L,Red,68200,16,
16694,835,L,Blue,46500,23,
16695,835,L,Gray,93000,42,
16696,835,XL,Black,46500,24,
16697,835,XL,White,93000,29,
16698,835,XL,Red,46500,32,
16699,835,XL,Blue,37200,54,
16700,835,XL,Gray,40299,36,
16701,836,S,Black,56700,54,
16702,836,S,White,63000,51,
16703,836,S,Red,37800,27,
16704,836,S,Blue,63000,46,
16705,836,S,Gray,60900,59,
16706,836,M,Black,60900,35,
16707,836,M,White,39900,58,
16708,836,M,Red,21000,42,
16709,836,M,Blue,58799,59,
16710,836,M,Gray,52500,34,
16711,836,L,Black,27299,20,
16712,836,L,White,54600,16,
16713,836,L,Red,44100,58,
16714,836,L,Blue,27299,34,
16715,836,L,Gray,33600,54,
16716,836,XL,Black,46200,47,
16717,836,XL,White,31500,55,
16718,836,XL,Red,46200,54,
16719,836,XL,Blue,29399,34,
16720,836,XL,Gray,21000,18,
16721,837,S,Black,48400,10,
16722,837,S,White,50599,33,
16723,837,S,Red,33000,49,
16724,837,S,Blue,28599,30,
16725,837,S,Gray,30799,10,
16726,837,M,Black,61599,56,
16727,837,M,White,41800,48,
16728,837,M,Red,66000,32,
16729,837,M,Blue,22000,51,
16730,837,M,Gray,41800,13,
16731,837,L,Black,26400,56,
16732,837,L,White,55000,59,
16733,837,L,Red,28599,48,
16734,837,L,Blue,24200,14,
16735,837,L,Gray,48400,26,
16736,837,XL,Black,35200,51,
16737,837,XL,White,50599,32,
16738,837,XL,Red,61599,35,
16739,837,XL,Blue,46200,12,
16740,837,XL,Gray,33000,46,
16741,838,S,Black,78300,25,
16742,838,S,White,46400,51,
16743,838,S,Red,75400,22,
16744,838,S,Blue,87000,17,
16745,838,S,Gray,31900,42,
16746,838,M,Black,84100,42,
16747,838,M,White,52200,29,
16748,838,M,Red,40600,53,
16749,838,M,Blue,72500,49,
16750,838,M,Gray,55100,54,
16751,838,L,Black,37699,56,
16752,838,L,White,69600,58,
16753,838,L,Red,29000,32,
16754,838,L,Blue,40600,16,
16755,838,L,Gray,60900,33,
16756,838,XL,Black,63800,13,
16757,838,XL,White,72500,53,
16758,838,XL,Red,55100,36,
16759,838,XL,Blue,87000,50,
16760,838,XL,Gray,66700,37,
16761,839,S,Black,128799,25,
16762,839,S,White,133400,28,
16763,839,S,Red,55200,11,
16764,839,S,Blue,124200,12,
16765,839,S,Gray,110400,36,
16766,839,M,Black,69000,55,
16767,839,M,White,124200,12,
16768,839,M,Red,105799,19,
16769,839,M,Blue,124200,20,
16770,839,M,Gray,78200,41,
16771,839,L,Black,64399,25,
16772,839,L,White,59799,58,
16773,839,L,Red,124200,35,
16774,839,L,Blue,87400,26,
16775,839,L,Gray,73600,50,
16776,839,XL,Black,105799,31,
16777,839,XL,White,46000,59,
16778,839,XL,Red,64399,56,
16779,839,XL,Blue,78200,45,
16780,839,XL,Gray,119600,15,
16781,840,S,Black,131950,11,
16782,840,S,White,118300,51,
16783,840,S,Red,113750,29,
16784,840,S,Blue,63699,21,
16785,840,S,Gray,72800,56,
16786,840,M,Black,127399,36,
16787,840,M,White,77350,16,
16788,840,M,Red,95550,12,
16789,840,M,Blue,59149,40,
16790,840,M,Gray,109200,42,
16791,840,L,Black,77350,52,
16792,840,L,White,118300,16,
16793,840,L,Red,50050,48,
16794,840,L,Blue,104649,37,
16795,840,L,Gray,104649,17,
16796,840,XL,Black,77350,11,
16797,840,XL,White,77350,47,
16798,840,XL,Red,68250,50,
16799,840,XL,Blue,136500,57,
16800,840,XL,Gray,95550,25,
16801,841,S,Black,11400,40,
16802,841,S,White,14250,26,
16803,841,S,Red,11400,38,
16804,841,S,Blue,24700,49,
16805,841,S,Gray,28500,45,
16806,841,M,Black,25650,51,
16807,841,M,White,20900,51,
16808,841,M,Red,11400,52,
16809,841,M,Blue,25650,37,
16810,841,M,Gray,23750,45,
16811,841,L,Black,24700,51,
16812,841,L,White,28500,19,
16813,841,L,Red,14250,58,
16814,841,L,Blue,10450,36,
16815,841,L,Gray,21850,11,
16816,841,XL,Black,24700,50,
16817,841,XL,White,13300,53,
16818,841,XL,Red,25650,23,
16819,841,XL,Blue,19950,39,
16820,841,XL,Gray,21850,27,
16821,842,S,Black,52000,45,
16822,842,S,White,54000,43,
16823,842,S,Red,22000,26,
16824,842,S,Blue,60000,57,
16825,842,S,Gray,28000,49,
16826,842,M,Black,28000,52,
16827,842,M,White,38000,27,
16828,842,M,Red,46000,36,
16829,842,M,Blue,54000,22,
16830,842,M,Gray,42000,24,
16831,842,L,Black,32000,58,
16832,842,L,White,30000,53,
16833,842,L,Red,38000,28,
16834,842,L,Blue,44000,27,
16835,842,L,Gray,25999,56,
16836,842,XL,Black,34000,50,
16837,842,XL,White,36000,33,
16838,842,XL,Red,52000,50,
16839,842,XL,Blue,32000,54,
16840,842,XL,Gray,25999,57,
16841,843,S,Black,97200,53,
16842,843,S,White,82800,13,
16843,843,S,Red,86400,12,
16844,843,S,Blue,39600,55,
16845,843,S,Gray,68400,52,
16846,843,M,Black,90000,21,
16847,843,M,White,108000,35,
16848,843,M,Red,43200,27,
16849,843,M,Blue,86400,54,
16850,843,M,Gray,64800,29,
16851,843,L,Black,82800,42,
16852,843,L,White,61200,49,
16853,843,L,Red,61200,38,
16854,843,L,Blue,100800,45,
16855,843,L,Gray,90000,40,
16856,843,XL,Black,97200,33,
16857,843,XL,White,61200,10,
16858,843,XL,Red,82800,24,
16859,843,XL,Blue,64800,50,
16860,843,XL,Gray,97200,20,
16861,844,S,Black,118800,21,
16862,844,S,White,128700,32,
16863,844,S,Red,113849,15,
16864,844,S,Blue,79200,10,
16865,844,S,Gray,103950,13,
16866,844,M,Black,108900,34,
16867,844,M,White,84150,37,
16868,844,M,Red,103950,43,
16869,844,M,Blue,69300,18,
16870,844,M,Gray,118800,57,
16871,844,L,Black,143550,43,
16872,844,L,White,128700,34,
16873,844,L,Red,143550,18,
16874,844,L,Blue,103950,54,
16875,844,L,Gray,138600,12,
16876,844,XL,Black,94050,38,
16877,844,XL,White,49500,16,
16878,844,XL,Red,79200,50,
16879,844,XL,Blue,69300,11,
16880,844,XL,Gray,123750,42,
16881,845,S,Black,29450,38,
16882,845,S,White,27900,41,
16883,845,S,Red,34100,11,
16884,845,S,Blue,44950,45,
16885,845,S,Gray,37200,46,
16886,845,M,Black,41850,45,
16887,845,M,White,17050,39,
16888,845,M,Red,35650,12,
16889,845,M,Blue,44950,12,
16890,845,M,Gray,44950,10,
16891,845,L,Black,46500,17,
16892,845,L,White,44950,41,
16893,845,L,Red,23250,14,
16894,845,L,Blue,40300,32,
16895,845,L,Gray,29450,31,
16896,845,XL,Black,40300,36,
16897,845,XL,White,24800,52,
16898,845,XL,Red,37200,55,
16899,845,XL,Blue,17050,50,
16900,845,XL,Gray,34100,34,
16901,846,S,Black,130500,14,
16902,846,S,White,121799,54,
16903,846,S,Red,60899,33,
16904,846,S,Blue,65250,26,
16905,846,S,Gray,113100,56,
16906,846,M,Black,130500,38,
16907,846,M,White,47850,48,
16908,846,M,Red,47850,43,
16909,846,M,Blue,121799,55,
16910,846,M,Gray,52200,54,
16911,846,L,Black,52200,23,
16912,846,L,White,117450,51,
16913,846,L,Red,121799,36,
16914,846,L,Blue,43500,34,
16915,846,L,Gray,60899,12,
16916,846,XL,Black,73950,20,
16917,846,XL,White,95700,33,
16918,846,XL,Red,43500,19,
16919,846,XL,Blue,95700,53,
16920,846,XL,Gray,108750,35,
16921,847,S,Black,33550,17,
16922,847,S,White,51850,20,
16923,847,S,Red,85400,43,
16924,847,S,Blue,51850,38,
16925,847,S,Gray,67100,39,
16926,847,M,Black,33550,34,
16927,847,M,White,51850,43,
16928,847,M,Red,39649,55,
16929,847,M,Blue,82350,28,
16930,847,M,Gray,73200,10,
16931,847,L,Black,76250,24,
16932,847,L,White,79300,52,
16933,847,L,Red,73200,23,
16934,847,L,Blue,88450,39,
16935,847,L,Gray,39649,44,
16936,847,XL,Black,45750,37,
16937,847,XL,White,51850,36,
16938,847,XL,Red,39649,58,
16939,847,XL,Blue,73200,37,
16940,847,XL,Gray,36600,23,
16941,848,S,Black,84500,28,
16942,848,S,White,61750,28,
16943,848,S,Red,61750,29,
16944,848,S,Blue,45500,56,
16945,848,S,Gray,35750,46,
16946,848,M,Black,68250,15,
16947,848,M,White,81250,20,
16948,848,M,Red,78000,35,
16949,848,M,Blue,78000,23,
16950,848,M,Gray,42249,31,
16951,848,L,Black,48750,48,
16952,848,L,White,48750,28,
16953,848,L,Red,91000,42,
16954,848,L,Blue,84500,18,
16955,848,L,Gray,48750,12,
16956,848,XL,Black,91000,25,
16957,848,XL,White,87750,41,
16958,848,XL,Red,74750,37,
16959,848,XL,Blue,91000,34,
16960,848,XL,Gray,74750,29,
16961,849,S,Black,139200,32,
16962,849,S,White,105600,58,
16963,849,S,Red,67200,56,
16964,849,S,Blue,81600,29,
16965,849,S,Gray,67200,32,
16966,849,M,Black,110399,37,
16967,849,M,White,100800,31,
16968,849,M,Red,120000,34,
16969,849,M,Blue,115200,25,
16970,849,M,Gray,134400,17,
16971,849,L,Black,124800,46,
16972,849,L,White,48000,19,
16973,849,L,Red,91200,57,
16974,849,L,Blue,120000,39,
16975,849,L,Gray,124800,39,
16976,849,XL,Black,139200,19,
16977,849,XL,White,115200,44,
16978,849,XL,Red,86400,51,
16979,849,XL,Blue,76800,27,
16980,849,XL,Gray,81600,45,
16981,850,S,Black,67200,41,
16982,850,S,White,35200,13,
16983,850,S,Red,38400,46,
16984,850,S,Blue,70400,22,
16985,850,S,Gray,86400,33,
16986,850,M,Black,89600,21,
16987,850,M,White,96000,55,
16988,850,M,Red,70400,57,
16989,850,M,Blue,89600,22,
16990,850,M,Gray,96000,18,
16991,850,L,Black,67200,21,
16992,850,L,White,86400,26,
16993,850,L,Red,67200,54,
16994,850,L,Blue,73600,42,
16995,850,L,Gray,44800,53,
16996,850,XL,Black,41599,34,
16997,850,XL,White,70400,39,
16998,850,XL,Red,83200,31,
16999,850,XL,Blue,73600,47,
17000,850,XL,Gray,86400,35,
17001,851,S,Black,43500,43,
17002,851,S,White,69600,17,
17003,851,S,Red,104400,32,
17004,851,S,Blue,60899,30,
17005,851,S,Gray,95700,24,
17006,851,M,Black,69600,31,
17007,851,M,White,108750,44,
17008,851,M,Red,121799,52,
17009,851,M,Blue,126150,33,
17010,851,M,Gray,69600,52,
17011,851,L,Black,47850,42,
17012,851,L,White,130500,47,
17013,851,L,Red,108750,40,
17014,851,L,Blue,43500,23,
17015,851,L,Gray,121799,55,
17016,851,XL,Black,60899,16,
17017,851,XL,White,82650,22,
17018,851,XL,Red,47850,31,
17019,851,XL,Blue,73950,45,
17020,851,XL,Gray,121799,16,
17021,852,S,Black,42900,42,
17022,852,S,White,54600,19,
17023,852,S,Red,113100,24,
17024,852,S,Blue,46800,18,
17025,852,S,Gray,81900,56,
17026,852,M,Black,50699,26,
17027,852,M,White,66300,52,
17028,852,M,Red,117000,34,
17029,852,M,Blue,97500,40,
17030,852,M,Gray,93600,10,
17031,852,L,Black,89700,20,
17032,852,L,White,66300,37,
17033,852,L,Red,46800,55,
17034,852,L,Blue,89700,28,
17035,852,L,Gray,109200,11,
17036,852,XL,Black,109200,11,
17037,852,XL,White,42900,46,
17038,852,XL,Red,46800,38,
17039,852,XL,Blue,62400,36,
17040,852,XL,Gray,66300,41,
17041,853,S,Black,59450,56,
17042,853,S,White,53300,32,
17043,853,S,Red,28699,36,
17044,853,S,Blue,34850,45,
17045,853,S,Gray,36900,13,
17046,853,M,Black,47149,51,
17047,853,M,White,57399,10,
17048,853,M,Red,43050,40,
17049,853,M,Blue,51250,49,
17050,853,M,Gray,22550,50,
17051,853,L,Black,22550,41,
17052,853,L,White,26649,53,
17053,853,L,Red,53300,14,
17054,853,L,Blue,26649,59,
17055,853,L,Gray,32800,58,
17056,853,XL,Black,28699,45,
17057,853,XL,White,61500,15,
17058,853,XL,Red,26649,44,
17059,853,XL,Blue,34850,55,
17060,853,XL,Gray,34850,13,
17061,854,S,Black,60449,44,
17062,854,S,White,120900,28,
17063,854,S,Red,83700,59,
17064,854,S,Blue,111600,19,
17065,854,S,Gray,51150,50,
17066,854,M,Black,139500,44,
17067,854,M,White,74400,50,
17068,854,M,Red,97650,34,
17069,854,M,Blue,97650,45,
17070,854,M,Gray,51150,51,
17071,854,L,Black,106949,55,
17072,854,L,White,111600,52,
17073,854,L,Red,97650,20,
17074,854,L,Blue,97650,14,
17075,854,L,Gray,102300,16,
17076,854,XL,Black,79050,24,
17077,854,XL,White,74400,34,
17078,854,XL,Red,46500,44,
17079,854,XL,Blue,88350,21,
17080,854,XL,Gray,65099,21,
17081,855,S,Black,112050,47,
17082,855,S,White,116199,23,
17083,855,S,Red,95449,48,
17084,855,S,Blue,120350,23,
17085,855,S,Gray,58099,42,
17086,855,M,Black,53949,19,
17087,855,M,White,78850,25,
17088,855,M,Red,87150,27,
17089,855,M,Blue,41500,22,
17090,855,M,Gray,120350,41,
17091,855,L,Black,49800,13,
17092,855,L,White,87150,39,
17093,855,L,Red,116199,35,
17094,855,L,Blue,49800,17,
17095,855,L,Gray,112050,25,
17096,855,XL,Black,74700,39,
17097,855,XL,White,99600,15,
17098,855,XL,Red,103750,24,
17099,855,XL,Blue,99600,18,
17100,855,XL,Gray,41500,23,
17101,856,S,Black,27600,57,
17102,856,S,White,17250,43,
17103,856,S,Red,33350,57,
17104,856,S,Blue,33350,51,
17105,856,S,Gray,28750,33,
17106,856,M,Black,13800,26,
17107,856,M,White,14949,38,
17108,856,M,Red,24150,58,
17109,856,M,Blue,33350,22,
17110,856,M,Gray,26449,29,
17111,856,L,Black,28750,30,
17112,856,L,White,11500,34,
17113,856,L,Red,34500,55,
17114,856,L,Blue,26449,39,
17115,856,L,Gray,14949,26,
17116,856,XL,Black,19550,55,
17117,856,XL,White,17250,32,
17118,856,XL,Red,26449,39,
17119,856,XL,Blue,19550,47,
17120,856,XL,Gray,20700,22,
17121,857,S,Black,70200,30,
17122,857,S,White,78000,37,
17123,857,S,Red,39000,55,
17124,857,S,Blue,78000,39,
17125,857,S,Gray,57200,33,
17126,857,M,Black,65000,23,
17127,857,M,White,57200,44,
17128,857,M,Red,75400,21,
17129,857,M,Blue,59799,54,
17130,857,M,Gray,75400,51,
17131,857,L,Black,62400,58,
17132,857,L,White,54600,17,
17133,857,L,Red,70200,21,
17134,857,L,Blue,31200,53,
17135,857,L,Gray,62400,40,
17136,857,XL,Black,26000,36,
17137,857,XL,White,36400,24,
17138,857,XL,Red,72800,46,
17139,857,XL,Blue,49400,23,
17140,857,XL,Gray,44200,44,
17141,858,S,Black,70550,41,
17142,858,S,White,120350,40,
17143,858,S,Red,116199,37,
17144,858,S,Blue,62250,21,
17145,858,S,Gray,87150,54,
17146,858,M,Black,70550,32,
17147,858,M,White,87150,14,
17148,858,M,Red,62250,52,
17149,858,M,Blue,45650,17,
17150,858,M,Gray,45650,41,
17151,858,L,Black,49800,19,
17152,858,L,White,78850,30,
17153,858,L,Red,53949,46,
17154,858,L,Blue,74700,16,
17155,858,L,Gray,70550,22,
17156,858,XL,Black,49800,21,
17157,858,XL,White,120350,42,
17158,858,XL,Red,45650,57,
17159,858,XL,Blue,41500,58,
17160,858,XL,Gray,74700,15,
17161,859,S,Black,15750,25,
17162,859,S,White,17250,25,
17163,859,S,Red,16500,43,
17164,859,S,Blue,18000,36,
17165,859,S,Gray,12750,49,
17166,859,M,Black,8250,23,
17167,859,M,White,13500,40,
17168,859,M,Red,8250,53,
17169,859,M,Blue,21750,22,
17170,859,M,Gray,13500,23,
17171,859,L,Black,17250,37,
17172,859,L,White,7500,45,
17173,859,L,Red,21000,36,
17174,859,L,Blue,9000,33,
17175,859,L,Gray,22500,30,
17176,859,XL,Black,21750,50,
17177,859,XL,White,7500,48,
17178,859,XL,Red,20250,48,
17179,859,XL,Blue,18750,54,
17180,859,XL,Gray,20250,23,
17181,860,S,Black,39900,19,
17182,860,S,White,37800,14,
17183,860,S,Red,39900,15,
17184,860,S,Blue,29399,21,
17185,860,S,Gray,44100,12,
17186,860,M,Black,33600,56,
17187,860,M,White,37800,51,
17188,860,M,Red,25200,53,
17189,860,M,Blue,54600,42,
17190,860,M,Gray,39900,40,
17191,860,L,Black,37800,52,
17192,860,L,White,25200,11,
17193,860,L,Red,54600,42,
17194,860,L,Blue,25200,51,
17195,860,L,Gray,58799,27,
17196,860,XL,Black,58799,31,
17197,860,XL,White,46200,11,
17198,860,XL,Red,46200,39,
17199,860,XL,Blue,54600,44,
17200,860,XL,Gray,58799,46,
17201,861,S,Black,17400,33,
17202,861,S,White,27550,52,
17203,861,S,Red,36250,34,
17204,861,S,Blue,30450,56,
17205,861,S,Gray,24650,43,
17206,861,M,Black,15950,28,
17207,861,M,White,40600,19,
17208,861,M,Red,36250,12,
17209,861,M,Blue,20300,47,
17210,861,M,Gray,27550,23,
17211,861,L,Black,24650,22,
17212,861,L,White,21750,49,
17213,861,L,Red,40600,32,
17214,861,L,Blue,34800,25,
17215,861,L,Gray,21750,36,
17216,861,XL,Black,14500,40,
17217,861,XL,White,15950,46,
17218,861,XL,Red,36250,17,
17219,861,XL,Blue,17400,58,
17220,861,XL,Gray,42050,31,
17221,862,S,Black,16500,26,
17222,862,S,White,31500,39,
17223,862,S,Red,19499,35,
17224,862,S,Blue,43500,19,
17225,862,S,Gray,24000,56,
17226,862,M,Black,40500,43,
17227,862,M,White,16500,45,
17228,862,M,Red,18000,10,
17229,862,M,Blue,43500,17,
17230,862,M,Gray,15000,46,
17231,862,L,Black,34500,22,
17232,862,L,White,34500,33,
17233,862,L,Red,31500,32,
17234,862,L,Blue,25500,27,
17235,862,L,Gray,40500,14,
17236,862,XL,Black,42000,27,
17237,862,XL,White,39000,24,
17238,862,XL,Red,22500,47,
17239,862,XL,Blue,39000,47,
17240,862,XL,Gray,34500,28,
17241,863,S,Black,10500,48,
17242,863,S,White,13300,18,
17243,863,S,Red,7000,34,
17244,863,S,Blue,7700,33,
17245,863,S,Gray,19600,17,
17246,863,M,Black,14700,36,
17247,863,M,White,21000,21,
17248,863,M,Red,21000,54,
17249,863,M,Blue,18200,17,
17250,863,M,Gray,9800,25,
17251,863,L,Black,7700,36,
17252,863,L,White,21000,17,
17253,863,L,Red,16800,33,
17254,863,L,Blue,20300,33,
17255,863,L,Gray,13300,11,
17256,863,XL,Black,17500,51,
17257,863,XL,White,13300,29,
17258,863,XL,Red,10500,37,
17259,863,XL,Blue,18900,59,
17260,863,XL,Gray,12600,10,
17261,864,S,Black,33000,21,
17262,864,S,White,24200,32,
17263,864,S,Red,39600,20,
17264,864,S,Blue,35200,59,
17265,864,S,Gray,66000,12,
17266,864,M,Black,63800,52,
17267,864,M,White,59400,51,
17268,864,M,Red,30799,47,
17269,864,M,Blue,41800,52,
17270,864,M,Gray,66000,36,
17271,864,L,Black,66000,48,
17272,864,L,White,30799,16,
17273,864,L,Red,59400,37,
17274,864,L,Blue,35200,10,
17275,864,L,Gray,59400,24,
17276,864,XL,Black,59400,36,
17277,864,XL,White,39600,42,
17278,864,XL,Red,35200,18,
17279,864,XL,Blue,24200,15,
17280,864,XL,Gray,57200,55,
17281,865,S,Black,65700,25,
17282,865,S,White,65700,30,
17283,865,S,Red,47449,26,
17284,865,S,Blue,62050,12,
17285,865,S,Gray,98550,13,
17286,865,M,Black,62050,26,
17287,865,M,White,76650,23,
17288,865,M,Red,47449,34,
17289,865,M,Blue,105850,41,
17290,865,M,Gray,40150,52,
17291,865,L,Black,80300,29,
17292,865,L,White,105850,23,
17293,865,L,Red,109500,40,
17294,865,L,Blue,36500,16,
17295,865,L,Gray,94900,22,
17296,865,XL,Black,40150,40,
17297,865,XL,White,105850,50,
17298,865,XL,Red,76650,25,
17299,865,XL,Blue,91250,16,
17300,865,XL,Gray,76650,51,
17301,866,S,Black,45500,57,
17302,866,S,White,39000,44,
17303,866,S,Red,68250,16,
17304,866,S,Blue,91000,24,
17305,866,S,Gray,61750,18,
17306,866,M,Black,91000,55,
17307,866,M,White,71500,17,
17308,866,M,Red,39000,35,
17309,866,M,Blue,84500,33,
17310,866,M,Gray,55250,38,
17311,866,L,Black,42249,31,
17312,866,L,White,52000,36,
17313,866,L,Red,45500,22,
17314,866,L,Blue,91000,31,
17315,866,L,Gray,68250,21,
17316,866,XL,Black,84500,48,
17317,866,XL,White,58500,48,
17318,866,XL,Red,81250,44,
17319,866,XL,Blue,52000,11,
17320,866,XL,Gray,78000,57,
17321,867,S,Black,24300,41,
17322,867,S,White,16200,50,
17323,867,S,Red,17100,19,
17324,867,S,Blue,18900,56,
17325,867,S,Gray,12600,21,
17326,867,M,Black,18900,51,
17327,867,M,White,20700,28,
17328,867,M,Red,11699,13,
17329,867,M,Blue,23400,18,
17330,867,M,Gray,19800,25,
17331,867,L,Black,9000,35,
17332,867,L,White,17100,44,
17333,867,L,Red,22500,59,
17334,867,L,Blue,9900,34,
17335,867,L,Gray,12600,43,
17336,867,XL,Black,22500,52,
17337,867,XL,White,21600,11,
17338,867,XL,Red,27000,40,
17339,867,XL,Blue,25200,33,
17340,867,XL,Gray,24300,29,
17341,868,S,Black,83300,50,
17342,868,S,White,142100,22,
17343,868,S,Red,107800,25,
17344,868,S,Blue,102900,23,
17345,868,S,Gray,142100,34,
17346,868,M,Black,93100,49,
17347,868,M,White,73500,40,
17348,868,M,Red,137200,57,
17349,868,M,Blue,88200,10,
17350,868,M,Gray,73500,59,
17351,868,L,Black,147000,42,
17352,868,L,White,88200,56,
17353,868,L,Red,142100,50,
17354,868,L,Blue,53900,24,
17355,868,L,Gray,68600,49,
17356,868,XL,Black,63699,46,
17357,868,XL,White,63699,34,
17358,868,XL,Red,83300,13,
17359,868,XL,Blue,53900,13,
17360,868,XL,Gray,49000,11,
17361,869,S,Black,58800,53,
17362,869,S,White,147000,29,
17363,869,S,Red,132300,45,
17364,869,S,Blue,107800,21,
17365,869,S,Gray,53900,38,
17366,869,M,Black,102900,26,
17367,869,M,White,137200,11,
17368,869,M,Red,127400,29,
17369,869,M,Blue,137200,54,
17370,869,M,Gray,122500,19,
17371,869,L,Black,88200,15,
17372,869,L,White,49000,13,
17373,869,L,Red,142100,46,
17374,869,L,Blue,63699,28,
17375,869,L,Gray,112699,22,
17376,869,XL,Black,68600,46,
17377,869,XL,White,93100,14,
17378,869,XL,Red,83300,13,
17379,869,XL,Blue,49000,29,
17380,869,XL,Gray,58800,30,
17381,870,S,Black,103950,18,
17382,870,S,White,103950,30,
17383,870,S,Red,107800,26,
17384,870,S,Blue,73150,36,
17385,870,S,Gray,46200,29,
17386,870,M,Black,42350,26,
17387,870,M,White,88550,32,
17388,870,M,Red,115500,20,
17389,870,M,Blue,57750,21,
17390,870,M,Gray,111650,25,
17391,870,L,Black,103950,17,
17392,870,L,White,53900,54,
17393,870,L,Red,69300,14,
17394,870,L,Blue,61600,41,
17395,870,L,Gray,69300,23,
17396,870,XL,Black,84700,17,
17397,870,XL,White,84700,25,
17398,870,XL,Red,100100,50,
17399,870,XL,Blue,38500,37,
17400,870,XL,Gray,61600,31,
17401,871,S,Black,40800,45,
17402,871,S,White,40800,38,
17403,871,S,Red,69600,48,
17404,871,S,Blue,24000,52,
17405,871,S,Gray,40800,38,
17406,871,M,Black,60000,43,
17407,871,M,White,64800,46,
17408,871,M,Red,50400,51,
17409,871,M,Blue,40800,25,
17410,871,M,Gray,72000,28,
17411,871,L,Black,67200,51,
17412,871,L,White,24000,24,
17413,871,L,Red,60000,16,
17414,871,L,Blue,60000,40,
17415,871,L,Gray,31199,40,
17416,871,XL,Black,28800,25,
17417,871,XL,White,26400,16,
17418,871,XL,Red,64800,30,
17419,871,XL,Blue,64800,36,
17420,871,XL,Gray,67200,43,
17421,872,S,Black,90000,10,
17422,872,S,White,68400,51,
17423,872,S,Red,64800,42,
17424,872,S,Blue,43200,37,
17425,872,S,Gray,86400,49,
17426,872,M,Black,82800,31,
17427,872,M,White,90000,24,
17428,872,M,Red,90000,25,
17429,872,M,Blue,79200,31,
17430,872,M,Gray,43200,48,
17431,872,L,Black,43200,51,
17432,872,L,White,90000,13,
17433,872,L,Red,75600,44,
17434,872,L,Blue,64800,30,
17435,872,L,Gray,97200,52,
17436,872,XL,Black,36000,14,
17437,872,XL,White,86400,57,
17438,872,XL,Red,82800,52,
17439,872,XL,Blue,108000,55,
17440,872,XL,Gray,57600,58,
17441,873,S,Black,21600,24,
17442,873,S,White,25650,23,
17443,873,S,Red,20250,26,
17444,873,S,Blue,18900,33,
17445,873,S,Gray,40500,38,
17446,873,M,Black,14850,10,
17447,873,M,White,39150,31,
17448,873,M,Red,33750,22,
17449,873,M,Blue,13500,22,
17450,873,M,Gray,24300,11,
17451,873,L,Black,16200,40,
17452,873,L,White,22950,22,
17453,873,L,Red,20250,31,
17454,873,L,Blue,31049,46,
17455,873,L,Gray,14850,38,
17456,873,XL,Black,14850,39,
17457,873,XL,White,24300,21,
17458,873,XL,Red,40500,40,
17459,873,XL,Blue,18900,29,
17460,873,XL,Gray,37800,58,
17461,874,S,Black,39750,55,
17462,874,S,White,71550,16,
17463,874,S,Red,42400,55,
17464,874,S,Blue,29150,23,
17465,874,S,Gray,39750,35,
17466,874,M,Black,60949,21,
17467,874,M,White,47700,20,
17468,874,M,Red,45050,20,
17469,874,M,Blue,26500,37,
17470,874,M,Gray,66250,13,
17471,874,L,Black,29150,23,
17472,874,L,White,74200,52,
17473,874,L,Red,60949,37,
